﻿カードID,名前,読み方,レベル,属性,種族,カードタイプ,攻撃力,守備力,カードテキスト
12299,アモルファージ・キャヴム,アモルファージ・キャヴム,4,地,ドラゴン族,ペンデュラム／効果,0,2050,
12302,アモルファージ・ノーテス,アモルファージ・ノーテス,6,地,ドラゴン族,ペンデュラム／効果,2250,0,
12298,アモルファージ・プレスト,アモルファージ・プレスト,4,地,ドラゴン族,ペンデュラム／効果,0,1950,
12344,アモルファージ・ライシス,アモルファージ・ライシス,,,罠,,,,
12301,アモルファージ・ヒュペル,アモルファージ・ヒュペル,4,地,ドラゴン族,ペンデュラム／効果,1750,0,
14118,妖神－不知火,あやかしがみ－しらぬい,7,炎,アンデット族,シンクロ／効果,2100,0,
10766,荒魂,アラタマ,4,闇,悪魔族,スピリット／効果,800,1800,
10088,嵐,あらし,,,魔法,,,,
15851,アラドヴァルの影霊衣,アラドヴァルのネクロス,10,水,戦士族,儀式／効果,3300,3200,
18819,アラヒメの御巫,アラヒメのみかんこ,9,光,天使族,儀式／効果,0,0,
12297,アモルファージ・ルクス,アモルファージ・ルクス,2,地,ドラゴン族,ペンデュラム／効果,1350,0,
16198,妖眼の相剣師,あやめのそうけんし,8,光,魔法使い族,効果,2500,2500,
6699,荒ぶるアウス,あらぶるアウス,4,地,魔法使い族,効果,800,1500,
18000,ALERT！,アラート！,,,魔法,,,,
16748,アラメシアの儀,アラメシアのぎ,,,魔法,,,,
13251,アリジバク,アリジバク,3,地,昆虫族,リバース／効果,1500,1000,
5116,アリの増殖,アリのぞうしょく,,,魔法,,,,
6872,魅惑の女王 LV７,アリュール・クィーン　レベル７,7,闇,魔法使い族,効果,1500,1500,
6870,魅惑の女王 LV３,アリュール・クィーン　レベル３,3,闇,魔法使い族,効果,500,500,
6871,魅惑の女王 LV５,アリュール・クィーン　レベル５,5,闇,魔法使い族,効果,1000,1000,
20416,魅惑の舞,アリュール・ダンス,,,魔法,,,,
20415,魅惑の宮殿,アリュール・パレス,,,魔法,,,,
13542,アルカナ エクストラジョーカー,アルカナ　エクストラジョーカー,3,光,戦士族,リンク／効果,2800,-,
7642,アルカナコール,アルカナコール,,,罠,,,,
20791,アルカナスプレッド,アルカナスプレッド,,,魔法,,,,
16477,アルカナ トライアンフジョーカー,アルカナ　トライアンフジョーカー,10,光,戦士族,効果,?,2500,
6454,アルカナ ナイトジョーカー,アルカナ　ナイトジョーカー,9,光,戦士族,融合／効果,3800,2500,
7588,アルカナフォースⅩⅧ－THE MOON,アルカナフォースエイティーン－ザ・ムーン,7,光,天使族,効果,2800,2800,
20771,アルカナフォースEX－THE CHAOS RULER,アルカナフォースエクストラ－ザ・カオス・ルーラー,10,光,天使族,融合／効果,3300,3300,
7590,アルカナフォースEX－THE DARK RULER,アルカナフォースエクストラ－ザ・ダーク・ルーラー,10,光,天使族,特殊召喚／効果,4000,4000,
7344,アルカナフォースEX－THE LIGHT RULER,アルカナフォースエクストラ－ザ・ライト・ルーラー,10,光,天使族,特殊召喚／効果,4000,4000,
7585,アルカナフォースⅥ－THE LOVERS,アルカナフォースシックス－ザ・ラバーズ,4,光,天使族,効果,1600,1600,
7586,アルカナフォースⅦ－THE CHARIOT,アルカナフォースセブン－ザ・チャリオット,4,光,天使族,効果,1700,1700,
7583,アルカナフォースⅢ－THE EMPRESS,アルカナフォーススリー－ジ・エンプレス,4,光,天使族,効果,1300,1300,
7581,アルカナフォース０－THE FOOL,アルカナフォースゼロ－ザ・フール,1,光,天使族,効果,0,0,
7589,アルカナフォースⅩⅩⅠ－THE WORLD,アルカナフォーストゥエンティーワン－ザ・ワールド,8,光,天使族,効果,3100,3100,
20744,アルカナフォースⅩⅨ－THE SUN,アルカナフォースナインティーン－ザ・サン,7,光,天使族,効果,2900,2900,
7584,アルカナフォースⅣ－THE EMPEROR,アルカナフォースフォー－ジ・エンペラー,4,光,天使族,効果,1400,1400,
19026,アルカナフォースⅩⅤ－THE DEVIL,アルカナフォースフィフティーン－ザ・デビル,7,光,天使族,効果,2500,2500,
20743,アルカナフォースⅤ－THE HIEROPHANT,アルカナフォースファイブ－ザ・ハイエロファント,4,光,天使族,効果,1500,1500,
7587,アルカナフォースⅩⅣ－TEMPERANCE,アルカナフォースフォーティーン－テンパランス,6,光,天使族,効果,2400,2400,
7582,アルカナフォースⅠ－THE MAGICIAN,アルカナフォースワン－ザ・マジシャン,4,光,天使族,効果,1100,1100,
15543,アルカナリーディング,アルカナリーディング,,,魔法,,,,
17126,アルグールマゼラ,アルグールマゼラ,8,地,アンデット族,効果,2800,2300,
18472,アルギロスの落胤,アルギロスのらくいん,2,闇,雷族,効果,700,700,
10177,アルケミック・マジシャン,アルケミック・マジシャン,4,闇,魔法使い族,エクシーズ／効果,1500,1500,
7467,アルケミー・サイクル,アルケミー・サイクル,,,罠,,,,
20808,ARG☆S－紫電のテュデル,アルゴスターズ－しでんのテュデル,,,罠,,,,
20749,ARG☆S－栄冠のアドラ,アルゴスターズ－えいかんのアドラ,4,地,戦士族,効果,1800,1800,
21199,ARG☆S－GiantKilling,アルゴスターズ－ジャイアントキリング,,,魔法,,,,
20810,ARG☆S－屠龍のエテオ,アルゴスターズ－とりゅうのエテオ,,,罠,,,,
21157,ARG☆S－熱闘のパルテ,アルゴスターズ－ねっとうのパルテ,4,地,戦士族,効果,1400,1400,
20795,ARG☆S－HomeStadium,アルゴスターズ－ホームスタジアム,,,魔法,,,,
20809,ARG☆S－飛燕のカパネ,アルゴスターズ－ひえんのカパネ,,,罠,,,,
21456,ARG☆S－勇駿のアリオン,アルゴスターズ－ゆうしゅんのアリオン,4,闇,戦士族,エクシーズ／効果,2200,2200,
11614,アルティマヤ・ツィオルキン,アルティマヤ・ツィオルキン,0,闇,ドラゴン族,シンクロ／効果,0,0,
6319,アルティメット・インセクト LV７,アルティメット・インセクト　レベル７,7,風,昆虫族,効果,2600,1200,
13650,交血鬼－ヴァンパイア・シェリダン,アルダンピール－ヴァンパイア・シェリダン,6,闇,アンデット族,エクシーズ／効果,2600,1000,
6178,アルティメット・インセクト LV３,アルティメット・インセクト　レベル３,3,風,昆虫族,効果,1400,900,
6238,アルティメット・インセクト LV５,アルティメット・インセクト　レベル５,5,風,昆虫族,効果,2300,900,
6097,アルティメット・インセクト LV１,アルティメット・インセクト　レベル１,1,風,昆虫族,効果,0,0,
13010,究極伝導恐獣,アルティメットコンダクターティラノ,10,光,恐竜族,特殊召喚／効果,3500,3200,
6777,究極恐獣,アルティメットティラノ,8,地,恐竜族,効果,3000,2200,
8970,アルティメットサイキッカー,アルティメットサイキッカー,10,光,サイキック族,融合／効果,2900,1700,
11377,崇光なる宣告者,アルティメット・デクレアラー,12,光,天使族,儀式／効果,2000,3000,
12570,アルティメット・バースト,アルティメット・バースト,,,魔法,,,,
21468,アルトメギア・ヴァンダリズム－襲撃－,アルトメギア・ヴァンダリズム－しゅうげき－,,,魔法,,,,
16856,究極融合,アルティメット・フュージョン,,,魔法,,,,
17469,月女神の鏃,アルテミット・スレイ,,,魔法,,,,
21421,神芸学徒 グラフレア,アルトメギア　グラフレア,5,光,ドラゴン族,効果,2100,1500,
21443,神芸獄徒 ディアクトロス,アルトメギア　ディアクトロス,8,光,天使族,融合／効果,2800,2500,
21423,アルトメギアの獄神獣,アルトメギアのごくしんじゅう,1,地,幻想魔族,効果,300,200,
21469,アルトメギア・バーニッシュ－改変－,アルトメギア・バーニッシュ－かいへん－,,,魔法,,,,
21420,神芸学徒 ファインメルト,アルトメギア　ファインメルト,7,光,戦士族,効果,2400,1500,
21841,アルトメギア・ペリペティア－激動－,アルトメギア・ペリペティア－げきどう－,,,罠,,,,
21422,神芸学徒 リテラ,アルトメギア　リテラ,3,光,魔法使い族,効果,400,1800,
21826,アルトメギア・ムーヴメント－血統－,アルトメギア・ムーヴメント－けっとう－,,,魔法,,,,
21486,アルトメギア・メセナ－覚醒－,アルトメギア・メセナ－かくせい－,,,罠,,,,
21467,アルトメギア・マスターワーク－継承－,アルトメギア・マスターワーク－けいしょう－,,,魔法,,,,
20469,白の枢機竜,アルバ・システム・ドラグマータ,8,闇,ドラゴン族,融合／効果,4500,2500,
10280,アルマの魔導書,アルマのまどうしょ,,,魔法,,,,
4186,アルラウネ,アルラウネ,3,地,植物族,通常,800,1000,
15245,アルバスの落胤,アルバスのらくいん,4,闇,ドラゴン族,効果,1800,0,
9863,アレキサンドライドラゴン,アレキサンドライドラゴン,4,光,ドラゴン族,通常,2000,100,
14686,アロマガーデニング,アロマガーデニング,,,魔法,,,,
12621,アロマセラフィ－アンゼリカ,アロマセラフィ－アンゼリカ,1,光,植物族,チューナー／効果,0,0,
14661,アロマセラフィ－スイート・マジョラム,アロマセラフィ－スイート・マジョラム,6,光,植物族,シンクロ／効果,2200,2000,
13505,アロマセラフィ－ジャスミン,アロマセラフィ－ジャスミン,2,光,植物族,リンク／効果,1800,-,
12637,アロマセラフィ－ローズマリー,アロマセラフィ－ローズマリー,5,光,植物族,シンクロ／効果,2000,900,
11846,アロマガーデン,アロマガーデン,,,魔法,,,,
19532,アロマヒーリング,アロマヒーリング,,,罠,,,,
19523,アロマブレンド,アロマブレンド,,,魔法,,,,
11822,アロマポット,アロマポット,1,風,岩石族,リバース／効果,500,400,
19494,アロマリリス－マグノリア,アロマリリス－マグノリア,8,闇,植物族,融合／効果,2600,1800,
19477,アロマリリス－ロザリーナ,アロマリリス－ロザリーナ,1,闇,植物族,チューナー／効果,0,0,
19505,アロマリリス－ローズマリー,アロマリリス－ローズマリー,3,闇,植物族,リンク／効果,2200,-,
11819,アロマージ－カナンガ,アロマージ－カナンガ,3,地,植物族,効果,1400,1000,
14645,アロマージ－マジョラム,アロマージ－マジョラム,5,闇,植物族,効果,2000,1600,
11821,アロマージ－ベルガモット,アロマージ－ベルガモット,6,炎,植物族,効果,2400,1800,
11818,アロマージ－ジャスミン,アロマージ－ジャスミン,2,光,植物族,効果,100,1900,
11820,アロマージ－ローズマリー,アロマージ－ローズマリー,4,水,植物族,効果,1800,700,
14644,アロマージ－ローリエ,アロマージ－ローリエ,1,風,植物族,効果,800,0,
10383,暗炎星－ユウシ,あんえんせい－ユウシ,4,炎,獣戦士族,効果,1600,1200,
15031,アロメルスの蟲惑魔,アロメルスのこわくま,4,地,昆虫族,エクシーズ／効果,2200,600,
16854,暗影の闇霊使いダルク,あんえいのやみれいつかいダルク,2,闇,魔法使い族,リンク／効果,1850,-,
15987,アンカモフライト,アンカモフライト,5,光,魔法使い族,特殊召喚／ペンデュラム／効果,1800,0,
21902,アンカーボルト・ヘッジホッグ,アンカーボルト・ヘッジホッグ,2,地,機械族,効果,800,800,
17052,暗岩の海竜神,あんがんのリバイアサン,,,罠,,,,
21440,アングリーバーガー,アングリーバーガー,6,闇,戦士族,儀式／効果,2800,1850,
13399,屈強の釣り師,アングラップラー,1,水,戦士族,チューナー／効果,100,100,
6515,暗黒界に続く結界通路,あんこくかいにつづくけっかいつうろ,,,魔法,,,,
14384,アンクリボー,アンクリボー,1,闇,悪魔族,効果,300,200,
6512,暗黒界の雷,あんこくかいのいかずち,,,魔法,,,,
17984,暗黒界の隠者 パアル,あんこくかいのいんじゃ　パアル,1,闇,悪魔族,効果,300,100,
15542,暗黒界の援軍,あんこくかいのえんぐん,,,魔法,,,,
11060,暗黒界の鬼神 ケルト,あんこくかいのきしん　ケルト,6,闇,悪魔族,効果,2400,0,
17985,暗黒界の傀儡,あんこくかいのかいらい,,,魔法,,,,
6502,暗黒界の狩人 ブラウ,あんこくかいのかりうど　ブラウ,3,闇,悪魔族,効果,1400,800,
6497,暗黒界の騎士 ズール,あんこくかいのきし　ズール,4,闇,悪魔族,通常,1800,1500,
6503,暗黒界の狂王 ブロン,あんこくかいのきょうおう　ブロン,4,闇,悪魔族,効果,1800,400,
6504,暗黒界の軍神 シルバ,あんこくかいのぐんしん　シルバ,5,闇,悪魔族,効果,2300,1400,
19025,暗黒界の混沌王 カラレス,あんこくかいのこんとんおう　カラレス,12,闇,悪魔族,融合／効果,?,?,
6974,暗黒界の刺客 カーキ,あんこくかいのしかく　カーキ,2,闇,悪魔族,効果,300,500,
7461,暗黒界の書物,あんこくかいのしょもつ,,,魔法,,,,
6975,暗黒界の策士 グリン,あんこくかいのさくし　グリン,2,闇,悪魔族,効果,300,500,
6501,暗黒界の尖兵 ベージ,あんこくかいのせんぺい　ベージ,4,闇,悪魔族,効果,1600,1300,
6506,暗黒界の斥候 スカー,あんこくかいのせっこう　スカー,2,闇,悪魔族,効果,500,500,
9713,暗黒界の術師 スノウ,あんこくかいのじゅつし　スノウ,4,闇,悪魔族,効果,1700,0,
